-1.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
-0.880585,-1.000000,0.021496,0.108602,-0.176849,-0.256446,0.471969,-0.407355,-0.143488,-0.012053,-0.207062,-0.339078,0.144800,0.233459,0.053663,0.395034,0.372758,0.048159,-0.221736,-0.073406,0.098400,0.013280,-0.028695,-0.035182,0.103693
-0.786546,-0.175820,-1.000000,-0.009499,-0.593007,0.272119,0.303955,0.292410,-0.241417,-0.316186,-0.200228,0.368536,-0.087595,-0.319799,0.170237,0.057824,-0.238513,0.111886,0.051061,-0.575168,0.283301,-0.284729,0.120042,-0.274487,-0.453055
-0.671267,-0.013575,0.138892,-1.000000,0.217881,-0.077863,-0.217943,0.058139,0.065843,-0.328591,-0.209686,-0.044962,0.079400,0.071499,0.159658,0.335214,-0.017667,0.283641,-0.098076,-0.027501,0.248903,-0.185749,0.072288,-0.096159,-0.221521
-0.981870,-0.384892,-0.134659,0.615638,-1.000000,-0.176626,-0.103497,-0.128260,0.051069,0.093965,-0.360470,0.107407,0.282683,-0.063188,0.107156,-0.259618,-0.333575,0.167540,0.251085,-0.176358,0.174809,-0.022263,0.016379,0.174418,-0.389667
-0.985769,0.013917,-0.237818,-0.416864,-0.345044,-1.000000,-0.103493,-0.002170,-0.199408,-0.165071,-0.032702,0.273457,-0.045184,-0.245775,0.207998,-0.168207,0.149120,0.236428,0.048405,0.112764,-0.007207,0.223022,-0.096398,-0.046518,0.069911
-0.944390,-0.235634,-0.236952,0.182047,0.050951,0.031466,-1.000000,-0.090806,-0.163003,-0.567061,-0.381883,-0.043962,-0.026224,-0.015989,0.059312,-0.111055,-0.138338,-0.567805,-0.201608,-0.189196,0.112488,0.161372,-0.051691,0.276843,-0.400281
-0.907840,-0.406134,-0.226462,0.244152,-0.183300,-0.198564,0.205460,-1.000000,-0.193775,-0.138850,-0.309565,-0.528105,-0.173676,-0.021975,0.082351,-0.110067,0.286376,-0.213319,-0.253335,0.018611,-0.385943,0.082772,0.194643,0.497257,-0.103731
-0.999658,0.162862,-0.115699,0.046084,-0.124410,-0.106074,-0.207760,-0.035455,-1.000000,-0.319963,0.398219,0.253457,0.236750,-0.145776,-0.120660,-0.371977,-0.156578,-0.044376,0.175038,-0.055026,-0.049909,0.029850,0.042781,-0.145890,0.240350
-0.990887,-0.344137,-0.164135,-0.217941,-0.010852,0.040113,-0.107584,0.026003,-0.048508,-1.000000,-0.223384,-0.015975,0.271510,-0.034036,0.090899,-0.184361,0.195264,0.288957,0.056942,0.126228,-0.366911,0.082420,0.108720,-0.288936,-0.055043
-0.616637,0.074184,-0.201306,0.318154,-0.083241,-0.098886,0.141529,0.002499,-0.177381,0.026891,-1.000000,0.075912,-0.170844,-0.054601,0.247262,0.110989,-0.065605,0.119914,0.209965,-0.173740,0.195189,0.059733,0.545501,-0.023110,-0.084257
-0.851683,0.135335,0.130405,0.028873,-0.196026,0.175071,0.090255,-0.182509,-0.248206,-0.168039,-0.018076,-1.000000,-0.254480,-0.162070,-0.046601,0.104566,-0.425572,0.013544,0.204774,0.398819,-0.020297,0.358701,-0.097432,-0.050918,-0.274378
-0.950970,-0.171688,-0.177324,0.160365,-0.579319,0.289351,0.195412,-0.046125,0.061869,-0.225919,0.324911,-0.178187,-1.000000,0.217469,-0.328629,-0.581810,0.021434,-0.263519,-0.187848,0.032142,0.447554,-0.785024,-0.571239,0.186278,-0.054182
-0.989531,0.161884,-0.154149,-0.008753,-0.293266,0.067392,-0.069844,-0.146562,-0.356120,0.267489,0.502185,0.153865,-0.024045,-1.000000,-0.123456,0.190831,0.232561,0.237396,-0.219879,0.476832,-0.329183,0.078151,0.350534,0.091852,-0.150097
-0.808941,-0.029063,0.133320,-0.096597,-0.552175,0.105781,-0.220292,-0.185645,-0.252505,-0.139531,0.088056,0.112995,-0.116275,0.175920,-1.000000,-0.273912,0.368377,-0.052864,-0.158039,-0.027594,0.175348,0.028541,-0.293830,0.282496,0.147991
-0.893800,-0.352164,0.132658,-0.336515,-0.058803,-0.110954,-0.010372,-0.183831,-0.252735,-0.507679,0.051478,-0.360179,0.494004,-0.265633,0.232169,-1.000000,-0.015875,-0.031890,0.012337,-0.218576,-0.054185,0.222267,0.328575,-0.381562,0.156166
-0.917395,0.043629,-0.133101,0.123590,0.271939,0.419836,0.142798,0.619385,0.155151,0.349105,0.022308,-0.091712,0.049896,-0.049798,0.052360,0.226553,-1.000000,-0.062751,-0.149034,-0.201689,-0.208583,-0.036658,0.143987,-0.617209,0.117192
-0.899123,-0.055785,-0.148776,-0.170135,0.031292,0.346810,0.337534,0.302259,0.317808,0.225724,0.103925,-0.011452,0.135077,0.173519,0.252023,0.145266,-0.337950,-1.000000,0.087426,0.069455,0.038260,-0.201125,0.302342,-0.457040,0.290161
-0.992436,0.239755,0.023865,0.236491,-0.365489,0.325579,0.041585,-0.307850,-0.144547,0.103934,-0.008017,0.077830,-0.432421,-0.256644,-0.049868,0.146331,0.118000,-0.184606,-1.000000,-0.209190,0.203549,0.328956,0.039667,-0.027220,0.112332
-0.769423,-0.243019,-0.277672,-0.056294,0.304173,-0.023741,-0.290105,0.327807,-0.139777,0.004814,-0.255286,0.030024,-0.062629,-0.229346,0.300901,0.151753,-0.046141,0.329635,-0.121136,-1.000000,-0.172474,0.469178,0.432535,-0.138816,0.326645
-0.849746,-0.179553,0.228030,-0.140280,-0.006838,0.348423,-0.528644,0.016227,-0.057578,-0.240014,-0.166871,0.213088,-0.268714,0.095361,-0.350344,0.612529,0.117222,-0.386220,0.231884,0.195073,-1.000000,0.287328,-0.435137,0.262518,-0.010327
-0.850821,0.249343,-0.489474,0.110086,-0.131546,0.008976,-0.360219,0.363081,0.041904,0.279167,0.464229,0.067554,0.191364,-0.293818,0.399498,0.156060,-0.358234,0.329604,0.281996,-0.006411,-0.035599,-1.000000,-0.128012,0.353953,-0.285706
-0.953560,0.039732,-0.520831,-0.250544,0.213639,0.263030,-0.128440,0.339026,-0.365718,0.161891,0.165740,0.071327,0.731706,-0.002939,0.001770,-0.258108,-0.025657,-0.119471,-0.079969,-0.088507,-0.235591,-0.133819,-1.000000,0.096773,0.532394
